ItemCode,Description,CasePack,Source,Search Query,Best ASIN,Matched Title,BSR,Monthly Sold,Seller Count,Amazon Present %,Amazon Is Buybox,Category
DW730-25395,730ml Downy Floral,9,20d3b551-AB_Catalog_part001020.pdf,Downy Floral,,,,,,,,
DW750-12603,750ml Downy Black Elegance,9,20d3b551-AB_Catalog_part001020.pdf,Downy Black Elegance,,,,,,,,
DW24-23025,24oz Downy Liquid April Fresh,6,20d3b551-AB_Catalog_part001020.pdf,Downy Liquid April Fresh,,,,,,,,
DW50-00797,DIUQIL YRDNUAL 50oz Downy Fresh Lavender Dream,8,20d3b551-AB_Catalog_part001020.pdf,Downy Fresh Lavender Dream,,,,,,,,
DW50-01098,YRDNUAL 50oz Downy Fresh Sweet Summer,8,20d3b551-AB_Catalog_part001020.pdf,Downy Fresh Sweet Summer,,,,,,,,
DW2-17569,2.60L Downy Black Elegance,6,20d3b551-AB_Catalog_part001020.pdf,Downy Black Elegance,,,,,,,,
DW2-17574,2.60L Downy Tango Passion,6,20d3b551-AB_Catalog_part001020.pdf,Downy Tango Passion,,,,,,,,
DW2-17576,2.60L Downy Romance,6,20d3b551-AB_Catalog_part001020.pdf,Downy Romance,,,,,,,,
DW147-15026,147oz Downy Softener April Fresh,4,20d3b551-AB_Catalog_part001020.pdf,Downy Softener April Fresh,,,,,,,,
SUA10-01465,RENETFOS 10.5oz Suavitel Fabric Softener Shed Shield Fresh,12,e1edcc6e-AB_Catalog_part021040.pdf,RENETFOS Suavitel Fabric Softener Shed Shield,,,,,,,,
SUA10-00962,10.5oz Suavitel Fabric Softener Soothing Lavender,12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Soothing Lavender,,,,,,,,
SUA10-00952,10.5oz Suavitel Fabric Softener Waterfall Mist {Light Blue},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Waterfall Mist,,,,,,,,
SUA13-02430,13.5oz Suavitel Fabric Softener Field Flowers {Blue},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Field Flowers,,,,,,,,
SUA13-02439,13.5oz Suavitel Fabric Softener Lavender {Purple},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Lavender,,,,,,,,
SUA13-02445,13.5oz Suavitel Fabric Softener Morning Sun {Yellow},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Morning Sun,,,,,,,,
SUA13-02447,13.5oz Suavitel Fabric Softener Green Apple {Green},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Green Apple,,,,,,,,
SUA450-05141,450ml Suavitel Fresca Primavera {Blue},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fresca Primavera,,,,,,,,
SUA450-05142,450ml Suavitel Aroma De Sol {Yellow},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Aroma De Sol,,,,,,,,
SUA850-01630,850ml Suavitel Primavera {Blue},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Primavera,,,,,,,,
SUA850-01631,850ml Suavitel Aroma De Sol {Yellow},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Aroma De Sol,,,,,,,,
SUA850-05010,850ml Suavitel Anochecer {Purple},12,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Anochecer,,,,,,,,
SUA46-00940,46oz Suavitel Fabric Softener Morning Sun {Yellow},6,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Morning Sun,,,,,,,,
SUA64-23051,64oz Suavitel Fabric Softener Field Flowers {Blue},6,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Field Flowers,,,,,,,,
SUA64-71122,RENETFOS 64oz Suavitel Fabric Softener Morning Sun {Yellow},6,e1edcc6e-AB_Catalog_part021040.pdf,RENETFOS Suavitel Fabric Softener Morning Sun,,,,,,,,
SUA64-23315,64oz Suavitel Fabric Softener Green Apple {Green},6,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Green Apple,,,,,,,,
SUA100-00900,100oz Suavitel Fabric Softener Soothing Lavender,4,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Soothing Lavender,B0CM6HW2P6,"Suavitel, Fabric Softener, Soothing Lavender, 46 Fl Oz",144290,50,3,0.0,False,Liquid Fabric Softener
SUA101-65980,101oz Suavitel Fabric Softener Blanca {White},4,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Blanca,,,,,,,,
SUA105-00894,105oz Suavitel Fabric Softener Field Flowers {Blue},4,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Field Flowers,,,,,,,,
SUA105-00905,105oz Suavitel Fabric Softener Morning Sun,4,e1edcc6e-AB_Catalog_part021040.pdf,Suavitel Fabric Softener Morning Sun,,,,,,,,
Foca-90000,33.8oz Foca Fabric Softener,12,e1edcc6e-AB_Catalog_part021040.pdf,Foca Fabric Softener,,,,,,,,
FT72-01110,LAUNDRY FT72-01111 72oz Final Touch 72oz Final Touch Fabric Softener Fabric Softener Spring Fresh Lavender Fields,6,e1edcc6e-AB_Catalog_part021040.pdf,LAUNDRY FT72 Final Touch Final Touch,,,,,,,,
FT130-01107,130oz Final Touch Fabric Softener Spring Fresh,12,e1edcc6e-AB_Catalog_part021040.pdf,Final Touch Fabric Softener Spring Fresh,,,,,,,,
FBFR-02304,32oz Fab Fabric Refresher Lasting Freshness,12,e1edcc6e-AB_Catalog_part021040.pdf,Fab Fabric Refresher Lasting Freshness,,,,,,,,
DW16-14182,RENETFOS 16oz Downy Purifying Rinse Cool Cotton,12,e1edcc6e-AB_Catalog_part021040.pdf,RENETFOS Downy Purifying Rinse Cool Cotton,,,,,,,,
DW360-25402,360ml Downy Exotic,12,e1edcc6e-AB_Catalog_part021040.pdf,Downy Exotic,,,,,,,,
